/root/Desktop/IMG/center_2018_11_10_21_57_56_219.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_56_219.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_56_219.jpg,0,0,0,7.067625
/root/Desktop/IMG/center_2018_11_10_21_57_56_290.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_56_290.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_56_290.jpg,0,0,0,7.010821
/root/Desktop/IMG/center_2018_11_10_21_57_56_363.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_56_363.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_56_363.jpg,0,0,0,6.968521
/root/Desktop/IMG/center_2018_11_10_21_57_56_437.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_56_437.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_56_437.jpg,0.007518797,0.06152415,0,6.923623
/root/Desktop/IMG/center_2018_11_10_21_57_56_508.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_56_508.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_56_508.jpg,0.1353384,0.3054335,0,7.056398
/root/Desktop/IMG/center_2018_11_10_21_57_56_577.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_56_577.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_56_577.jpg,0.3233083,0.4811733,0,7.289836
/root/Desktop/IMG/center_2018_11_10_21_57_56_644.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_56_644.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_56_644.jpg,0.3308271,0.6824133,0,7.670959
/root/Desktop/IMG/center_2018_11_10_21_57_56_718.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_56_718.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_56_718.jpg,0,0.9044101,0,8.367453
/root/Desktop/IMG/center_2018_11_10_21_57_56_789.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_56_789.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_56_789.jpg,0,0.6619856,0,8.997046
/root/Desktop/IMG/center_2018_11_10_21_57_56_865.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_56_865.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_56_865.jpg,0,0.4322369,0,9.296248
/root/Desktop/IMG/center_2018_11_10_21_57_56_939.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_56_939.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_56_939.jpg,0,0.4367459,0,9.378863
/root/Desktop/IMG/center_2018_11_10_21_57_57_015.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_57_015.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_57_015.jpg,0,0.6638303,0,9.699956
/root/Desktop/IMG/center_2018_11_10_21_57_57_091.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_57_091.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_57_091.jpg,0,0.9229524,0,10.3109
/root/Desktop/IMG/center_2018_11_10_21_57_57_167.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_57_167.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_57_167.jpg,0.1353384,1,0,11.1239
/root/Desktop/IMG/center_2018_11_10_21_57_57_242.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_57_242.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_57_242.jpg,0.1503759,0.9662735,0,11.56276
/root/Desktop/IMG/center_2018_11_10_21_57_57_317.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_57_317.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_57_317.jpg,0.1954887,0.7414386,0,12.4319
/root/Desktop/IMG/center_2018_11_10_21_57_57_384.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_57_384.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_57_384.jpg,0.2180451,0.5408108,0,12.32526
/root/Desktop/IMG/center_2018_11_10_21_57_57_460.jpg,/root/Desktop/IMG/left_2018_11_10_21_57_57_460.jpg,/root/Desktop/IMG/right_2018_11_10_21_57_57_460.jpg,0.2481203,0.3106387,0,11.27354
